subject,relation,object,subject_label,object_label,sentence,source_url
Diabetes,hasMedication*,aspirin,DISEASE,MEDICATION,"2015 American Diabetes Association recommendations for aspirin use (based on expert consensus or clinical experience) are that low-dose aspirin use is reasonable in adults with diabetes who are at intermediate risk of cardiovascular disease (10-year cardiovascular disease risk, 5–10%).",https://en.wikipedia.org/wiki/Diabetes
Diabetes,hasMedication*,aspirin,DISEASE,MEDICATION,"2015 American Diabetes Association recommendations for aspirin use (based on expert consensus or clinical experience) are that low-dose aspirin use is reasonable in adults with diabetes who are at intermediate risk of cardiovascular disease (10-year cardiovascular disease risk, 5–10%).",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,aspirin,DISEASE,MEDICATION,"2015 American Diabetes Association recommendations for aspirin use (based on expert consensus or clinical experience) are that low-dose aspirin use is reasonable in adults with diabetes who are at intermediate risk of cardiovascular disease (10-year cardiovascular disease risk, 5–10%).",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,aspirin,DISEASE,MEDICATION,"2015 American Diabetes Association recommendations for aspirin use (based on expert consensus or clinical experience) are that low-dose aspirin use is reasonable in adults with diabetes who are at intermediate risk of cardiovascular disease (10-year cardiovascular disease risk, 5–10%).",https://en.wikipedia.org/wiki/Diabetes
type,hasMedication*,aspirin,DISEASE,MEDICATION,National guidelines for England and Wales by the National Institute for Health and Care Excellence (NICE) recommend against the use of aspirin in people with type 1 or type 2 diabetes who do not have confirmed cardiovascular disease.,https://en.wikipedia.org/wiki/Diabetes
2,hasMedication*,aspirin,DISEASE,MEDICATION,National guidelines for England and Wales by the National Institute for Health and Care Excellence (NICE) recommend against the use of aspirin in people with type 1 or type 2 diabetes who do not have confirmed cardiovascular disease.,https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,aspirin,DISEASE,MEDICATION,National guidelines for England and Wales by the National Institute for Health and Care Excellence (NICE) recommend against the use of aspirin in people with type 1 or type 2 diabetes who do not have confirmed cardiovascular disease.,https://en.wikipedia.org/wiki/Diabetes
obesity,treatedBy*,Surgery,DISEASE,MEDICAL_SPECIALTY,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
obesity,hasSymptom*,Weight,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
obesity,hasSymptom*,loss,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
obesity,hasTreatment*,surgery,DISEASE,TREATMENT,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
type,treatedBy*,Surgery,DISEASE,MEDICAL_SPECIALTY,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
type,hasSymptom*,Weight,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
type,hasSymptom*,loss,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
type,hasTreatment*,surgery,DISEASE,TREATMENT,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
2,treatedBy*,Surgery,DISEASE,MEDICAL_SPECIALTY,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
2,hasSymptom*,Weight,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
2,hasSymptom*,loss,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
2,hasTreatment*,surgery,DISEASE,TREATMENT,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
diabetes,treatedBy*,Surgery,DISEASE,MEDICAL_SPECIALTY,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,Weight,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,loss,DISEASE,SYMPTOM,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
diabetes,hasTreatment*,surgery,DISEASE,TREATMENT,Surgery Weight loss surgery in those with obesity and type 2 diabetes is often an effective measure.,https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,insulin,DISEASE,MEDICATION,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,high,DISEASE,SYMPTOM,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,blood,DISEASE,SYMPTOM,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,pressure,DISEASE,SYMPTOM,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
obesity,hasMedication*,insulin,DISEASE,MEDICATION,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
obesity,hasSymptom*,high,DISEASE,SYMPTOM,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
obesity,hasSymptom*,blood,DISEASE,SYMPTOM,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
obesity,hasSymptom*,pressure,DISEASE,SYMPTOM,"Some data indicate rates are roughly equal in women and men, but male excess in diabetes has been found in many populations with higher type 2 incidence, possibly due to sex-related differences in insulin sensitivity, consequences of obesity and regional body fat deposition, and other contributing f",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,numbness,DISEASE,SYMPTOM,People with diabetes who have neuropathic symptoms such as numbness or tingling in feet or hands are twice as likely to be unemployed as those without the symptoms.,https://en.wikipedia.org/wiki/Diabetes
diabetes,hasSymptom*,tingling,DISEASE,SYMPTOM,People with diabetes who have neuropathic symptoms such as numbness or tingling in feet or hands are twice as likely to be unemployed as those without the symptoms.,https://en.wikipedia.org/wiki/Diabetes
type,hasMedication*,insulin,DISEASE,MEDICATION,"Naming The term ""type 1 diabetes"" has replaced several former terms, including childhood-onset diabetes, juvenile diabetes, and insulin-dependent diabetes mellitus.",https://en.wikipedia.org/wiki/Diabetes
1,hasMedication*,insulin,DISEASE,MEDICATION,"Naming The term ""type 1 diabetes"" has replaced several former terms, including childhood-onset diabetes, juvenile diabetes, and insulin-dependent diabetes mellitus.",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,insulin,DISEASE,MEDICATION,"Naming The term ""type 1 diabetes"" has replaced several former terms, including childhood-onset diabetes, juvenile diabetes, and insulin-dependent diabetes mellitus.",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,insulin,DISEASE,MEDICATION,"Naming The term ""type 1 diabetes"" has replaced several former terms, including childhood-onset diabetes, juvenile diabetes, and insulin-dependent diabetes mellitus.",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,insulin,DISEASE,MEDICATION,"Naming The term ""type 1 diabetes"" has replaced several former terms, including childhood-onset diabetes, juvenile diabetes, and insulin-dependent diabetes mellitus.",https://en.wikipedia.org/wiki/Diabetes
diabetes,hasMedication*,insulin,DISEASE,MEDICATION,"Naming The term ""type 1 diabetes"" has replaced several former terms, including childhood-onset diabetes, juvenile diabetes, and insulin-dependent diabetes mellitus.",https://en.wikipedia.org/wiki/Diabetes
depression,hasSymptom*,high,DISEASE,SYMPTOM,"Other risk factors include a history of head injury, clinical depression, and high blood pressure.",https://en.wikipedia.org/wiki/Alzheimer%27s_disease
depression,hasSymptom*,blood,DISEASE,SYMPTOM,"Other risk factors include a history of head injury, clinical depression, and high blood pressure.",https://en.wikipedia.org/wiki/Alzheimer%27s_disease
depression,hasSymptom*,pressure,DISEASE,SYMPTOM,"Other risk factors include a history of head injury, clinical depression, and high blood pressure.",https://en.wikipedia.org/wiki/Alzheimer%27s_disease
Obesity,hasSymptom*,inflammation,DISEASE,SYMPTOM,Obesity and systemic inflammation may interfere with immunological processes which promote disease progression.,https://en.wikipedia.org/wiki/Alzheimer%27s_disease
Depression,hasMedication*,antidepressant,DISEASE,MEDICATION,Depression is associated with an increased risk for AD; management with antidepressant medications may provide a preventative measure.,https://en.wikipedia.org/wiki/Alzheimer%27s_disease
diabetes,hasSymptom*,hypertension,DISEASE,SYMPTOM,"Lifestyle  Certain lifestyle activities, such as physical and cognitive exercises, higher education and occupational attainment, cigarette smoking, stress, sleep, and the management of other comorbidities, including diabetes and hypertension, may affect the risk of developing AD.",https://en.wikipedia.org/wiki/Alzheimer%27s_disease
influenza,hasMedication*,Memantine,DISEASE,MEDICATION,Memantine is a noncompetitive NMDA receptor antagonist first used as an anti-influenza agent.,https://en.wikipedia.org/wiki/Alzheimer%27s_disease
